axis,axis_title,score,n_sent,date,channel,hq,layer,relevance,stance,title,quote,url,file
B,측정 공백 — DX 지표로 안 잡히는 것(생성성·피드백 루프 속도·의사결정 위임),3.5,1,2025-08-29,Cohere,CA,파운데이션 모델,ax_adjacent,anti_washing,Nicklas Hansen - World Models on an Academic Budget,Um I usually work with benchmarks where they're already predefined.,https://www.youtube.com/watch?v=qDgDCUUxiKc,transcripts/channels/Cohere/Nicklas_Hansen_-_World_Models_on_an_Academic_Budget__qDgDCUUxiKc.md
B,측정 공백 — DX 지표로 안 잡히는 것(생성성·피드백 루프 속도·의사결정 위임),3.5,1,2025-08-21,Cohere,CA,파운데이션 모델,ax_core,anti_washing,Nikhil Pentapalli - Crafting a Successful AI Career & Transitioning Research into Scalable AI Produc,대규모 배포 전에 어떤 다른 지표나 최적화 작업을 해야 할까요?,https://www.youtube.com/watch?v=IExfnhecorw,transcripts/channels/Cohere/Nikhil_Pentapalli_-_Crafting_a_Successful_AI_Career_&_Transi__IExfnhecorw.md
B,측정 공백 — DX 지표로 안 잡히는 것(생성성·피드백 루프 속도·의사결정 위임),3.5,1,2026-01-12,Cohere,CA,파운데이션 모델,ax_adjacent,neutral,Sadegh Jafari  - Teaching Machines to Care  Multimodal Empathy in Conversational AI,그래서 우리는 이 아이디어를 측정하기 위해 네 가지 서로 다른 지표를 정의했습니다 .,https://www.youtube.com/watch?v=8ZksCE8btLI,transcripts/channels/Cohere/Sadegh_Jafari_-_Teaching_Machines_to_Care_Multimodal_Empathy__8ZksCE8btLI.md
B,측정 공백 — DX 지표로 안 잡히는 것(생성성·피드백 루프 속도·의사결정 위임),3.5,1,2026-03-27,Cohere,CA,파운데이션 모델,ax_adjacent,neutral,Yasser Benigmin - Domain Adaptation in the Era of Foundation Models,"저희는 비지도 학습 기반 정확도 추정이라는 연구 분야에 뛰어들었고, 다른 지표들도 사용해 봤습니다",https://www.youtube.com/watch?v=YD-9qyo9O4c,transcripts/channels/Cohere/Yasser_Benigmin_-_Domain_Adaptation_in_the_Era_of_Foundation__YD-9qyo9O4c.md
B,측정 공백 — DX 지표로 안 잡히는 것(생성성·피드백 루프 속도·의사결정 위임),3.5,1,2026-06-16,Schneider Electric,FR,인프라·칩·전력,ax_adjacent,neutral,Exploring DCIM and EcoStruxure IT Solutions,"그리고 효율성은 물 사용량에도 영향을 미칠 수 있으며, 그렇기 때문에 WUE와 같은 다른 지표들이 있는 것입니다",https://www.youtube.com/watch?v=jBVwPeRBC-I,transcripts/channels/Schneider_Electric/Exploring_DCIM_and_EcoStruxure_IT_Solutions__jBVwPeRBC-I.md
B,측정 공백 — DX 지표로 안 잡히는 것(생성성·피드백 루프 속도·의사결정 위임),3.5,1,2026-03-10,Microsoft Azure,,,,,S2E1 | Are my agents hunting for data? — The Shift Podcast by Microsoft Azure,"그래서 대시보드를 만들고 나서 대시 보드를 살펴보는데, '사실 다른 지표를 보고 싶은데'라는 생각이 드는 거죠",https://www.youtube.com/watch?v=uTv-E-vz570,transcripts/channels/Microsoft_Azure/S2E1_Are_my_agents_hunting_for_data_—_The_Shift_Podcast_by_M__uTv-E-vz570.md
B,측정 공백 — DX 지표로 안 잡히는 것(생성성·피드백 루프 속도·의사결정 위임),3.5,1,2026-06-02,Intel,US,인프라·칩·전력,ax_core,anti_washing,Intel Computex Keynote 2026,"But also looking at the number of agents and these are the new metrics that are emerging, we can safely say that that particular rack can run up to 150,000 agents.",https://www.youtube.com/watch?v=7HvrdXjdlU8,transcripts/channels/Intel/Intel_Computex_Keynote_2026__7HvrdXjdlU8.md
B,측정 공백 — DX 지표로 안 잡히는 것(생성성·피드백 루프 속도·의사결정 위임),3.5,1,2026-04-30,Google Developers,US,에이전트·개발도구,ax_adjacent,neutral,Unlocking Low-Level Control: Customizing Keras Training Loops with JAX,"If you are using Keras metrics, you can handle them by calculating the metric result inside the step function using metric.stateless_update_state, ensuring these new metric variables are also returned in the state tuple.",https://www.youtube.com/watch?v=1PZKfIyrYOc,transcripts/channels/Google_Developers/Unlocking_Low-Level_Control_Customizing_Keras_Training_Loops__1PZKfIyrYOc.md
B,측정 공백 — DX 지표로 안 잡히는 것(생성성·피드백 루프 속도·의사결정 위임),3.5,1,2025-10-28,Qdrant,DE,데이터·컨텍스트·거버넌스,ax_adjacent,neutral,How to Cheat at Benchmarking Search Engines | Delivery Hero | Roman Grebennikov,"So, but the goal was to focus more on filtering and have an ability to bring your own data because existing benchmarks focus on predefined collections coming from cohhere and so on and would like to run it across our own embedding model or across our own data for example and [clears throat] only focus on quantization and be able to focus on actual le last versions of search engines because like with lucine 10 release um lucine based search engines are now much better at vector search than before.",https://www.youtube.com/watch?v=VVjGVDJefGg,transcripts/channels/Qdrant/How_to_Cheat_at_Benchmarking_Search_Engines_Delivery_Hero_Ro__VVjGVDJefGg.md
B,측정 공백 — DX 지표로 안 잡히는 것(생성성·피드백 루프 속도·의사결정 위임),3.5,1,2025-06-13,Palantir,US,데이터·컨텍스트·거버넌스,ax_core,anti_washing,AIG Underwriter Assistance in Action | AIG at AIPCon 7,Our investments&nbsp; in these new tools are measured against predefined&nbsp;&nbsp; metrics.,https://www.youtube.com/watch?v=q4MSG5av4vk,transcripts/channels/Palantir/AIG_Underwriter_Assistance_in_Action_AIG_at_AIPCon_7__q4MSG5av4vk.md
B,측정 공백 — DX 지표로 안 잡히는 것(생성성·피드백 루프 속도·의사결정 위임),3.5,1,2025-12-08,Weaviate,NL,데이터·컨텍스트·거버넌스,ax_adjacent,anti_washing,Pyversity with Thomas van Dongen - Weaviate Podcast #132!,왜냐하면 본질적으로 다른 지표를 기준으로 결과를 재순위화하는 것에 불과하기 때문입니다 .,https://www.youtube.com/watch?v=L2N1qvfP7tg,transcripts/channels/Weaviate/Pyversity_with_Thomas_van_Dongen_-_Weaviate_Podcast_#132!__L2N1qvfP7tg.md
B,측정 공백 — DX 지표로 안 잡히는 것(생성성·피드백 루프 속도·의사결정 위임),3.5,1,2025-03-25,Weaviate,NL,데이터·컨텍스트·거버넌스,ax_adjacent,anti_washing,Synthetic Data with David Berenstein and Ben Burtenshaw - Weaviate Podcast #118!,"그래서 한 번만 수행하도록 선택할 수도 있지만, 유전 알고리즘처럼 여러 번 수행하고 품질, 복잡성 또는 이전에 언급한 다른 지표와 같은 점수 메커니즘을 기반으로 각 진화를 평가할 수도 있습니다",https://www.youtube.com/watch?v=XCiJZM65dhg,transcripts/channels/Weaviate/Synthetic_Data_with_David_Berenstein_and_Ben_Burtenshaw_-_We__XCiJZM65dhg.md
B,측정 공백 — DX 지표로 안 잡히는 것(생성성·피드백 루프 속도·의사결정 위임),3.5,1,2024-05-29,Pinecone,US,데이터·컨텍스트·거버넌스,ax_core,anti_washing,Production Ready RAG in Healthcare with Pinecone and Autoblocks,저는 소요 시간과 같은 다른 지표도 살펴볼 수 있습니다,https://www.youtube.com/watch?v=93f7ZHPkpTk,transcripts/channels/Pinecone/Production_Ready_RAG_in_Healthcare_with_Pinecone_and_Autoblo__93f7ZHPkpTk.md
B,측정 공백 — DX 지표로 안 잡히는 것(생성성·피드백 루프 속도·의사결정 위임),3.5,1,2026-07-16,GE HealthCare,US,수요기업·기타,ax_adjacent,neutral,Seeing the Unseen: How Quanititiave PET Unlocks Hidden Coronary Risk with Dr. DiCarli,따라서 이는 환자의 위험 추이를 바꾸는 매우 강력한 지표입니다 .,https://www.youtube.com/watch?v=JDpie3clGfw,transcripts/channels/GE_HealthCare/Seeing_the_Unseen_How_Quanititiave_PET_Unlocks_Hidden_Corona__JDpie3clGfw.md
B,측정 공백 — DX 지표로 안 잡히는 것(생성성·피드백 루프 속도·의사결정 위임),3.5,1,2026-07-13,McKinsey & Company,US,컨설팅·전략,ax_core,neutral,"AP CEO on AI, Trust, and the Future of Journalism",그것도 참여도를 나타내는 또 다른 지표입니다 .,https://www.youtube.com/watch?v=ifgkYPogEgU,"transcripts/channels/McKinsey_&_Company/AP_CEO_on_AI,_Trust,_and_the_Future_of_Journalism__ifgkYPogEgU.md"
B,측정 공백 — DX 지표로 안 잡히는 것(생성성·피드백 루프 속도·의사결정 위임),3.5,1,2026-05-14,McKinsey & Company,US,컨설팅·전략,ax_core,anti_washing,Building a World of Plenty: A Bold Vision for Global Prosperity by 2100,"[웃음] 아니요, 스벤이 언급한 다른 지표보다 상관관계가 약한 건 맞습니다 .",https://www.youtube.com/watch?v=o6Pb4mjf9eE,transcripts/channels/McKinsey_&_Company/Building_a_World_of_Plenty_A_Bold_Vision_for_Global_Prosperi__o6Pb4mjf9eE.md
B,측정 공백 — DX 지표로 안 잡히는 것(생성성·피드백 루프 속도·의사결정 위임),3.5,1,2026-06-04,McKinsey & Company,US,컨설팅·전략,ax_core,anti_washing,Global Trade Is Being Rewired: What Leaders Need to Know,"물론, 때때로 많은 비판을 받는 또 다른 지표는 채택률입니다",https://www.youtube.com/watch?v=R2M9LLkgFTg,transcripts/channels/McKinsey_&_Company/Global_Trade_Is_Being_Rewired_What_Leaders_Need_to_Know__R2M9LLkgFTg.md
B,측정 공백 — DX 지표로 안 잡히는 것(생성성·피드백 루프 속도·의사결정 위임),3.5,1,,엔토피아,KW,(미분류),ax_core,anti_washing,계속되는 AI 도입 실패.. 95% 기업이 사업 전략에서 놓치는 '이것'은? | KBS Life 20260214 방송,&gt;&gt; 이런 부분들에 대한 KPI를 재정의를 잘해 줘야지 AI가 똑똑해지는 방향으로 간다라는 거죠,https://www.youtube.com/watch?v=YDaz_aZaSQE,transcripts/2026-07-18/계속되는_AI_도입_실패.._95%_기업이_사업_전략에서_놓치는_'이것'은_KBS_Life_20260214___YDaz_aZaSQE.md
C,공급망·협력구조 — AX가 조달/공급자 관계를 바꾸는가(집중 vs 분산),14.0,4,2025-04-29,Intel,US,인프라·칩·전력,ax_core,anti_washing,Direct Connect 2025 Keynote | Intel,"그래서 지금 세계에서 일어나고 있는 일들을 생각해 보면, 세계는 탄력적이고 견고하며 분산된 첨단 노드 실리콘 공급망에 정말로 의존하고 있다는 것을 알 수 있습니다",https://www.youtube.com/watch?v=0ED7n2g8lO0,transcripts/channels/Intel/Direct_Connect_2025_Keynote_Intel__0ED7n2g8lO0.md
C,공급망·협력구조 — AX가 조달/공급자 관계를 바꾸는가(집중 vs 분산),14.0,4,2025-04-29,Intel,US,인프라·칩·전력,ax_core,anti_washing,Direct Connect 2025 Keynote | Intel,"그렇게 함으로써 공급망을 미국 내 제품으로 다변화하고, 미국 에서 첨단 포장 기술을 적용한 최초의 대규모 OSAT(외부 표준품 인증) 업체가 될 것입니다 .",https://www.youtube.com/watch?v=0ED7n2g8lO0,transcripts/channels/Intel/Direct_Connect_2025_Keynote_Intel__0ED7n2g8lO0.md
C,공급망·협력구조 — AX가 조달/공급자 관계를 바꾸는가(집중 vs 분산),14.0,4,2025-04-29,Intel,US,인프라·칩·전력,ax_core,anti_washing,Direct Connect 2025 Keynote | Intel,"전 세계적으로 반도체에 대한 의존도가 높은 만큼 , 견고하고 다각화된 파운드리 공급망을 확보하는 것이 필수적입니다",https://www.youtube.com/watch?v=0ED7n2g8lO0,transcripts/channels/Intel/Direct_Connect_2025_Keynote_Intel__0ED7n2g8lO0.md
C,공급망·협력구조 — AX가 조달/공급자 관계를 바꾸는가(집중 vs 분산),14.0,4,2025-04-29,Intel,US,인프라·칩·전력,ax_core,anti_washing,Direct Connect 2025 Keynote | Intel,고객들은 공급망 다변화를 원한다고 말하고 있습니다,https://www.youtube.com/watch?v=0ED7n2g8lO0,transcripts/channels/Intel/Direct_Connect_2025_Keynote_Intel__0ED7n2g8lO0.md
C,공급망·협력구조 — AX가 조달/공급자 관계를 바꾸는가(집중 vs 분산),10.5,3,2026-07-10,McKinsey & Company,US,컨설팅·전략,ax_core,anti_washing,The Next Era of Consumer Competition: Four Trends Leaders Can’t Ignore,"그들은 기술을 활용하여 소비 방식을 훨씬 더 혁신적으로 바꾸고 있으며, 제품과 서비스를 구매하는 이러한 혁신적인 방법을 찾는 데 가치를 두고 있습니다",https://www.youtube.com/watch?v=GFSoZk63--0,transcripts/channels/McKinsey_&_Company/The_Next_Era_of_Consumer_Competition_Four_Trends_Leaders_Can__GFSoZk63--0.md
C,공급망·협력구조 — AX가 조달/공급자 관계를 바꾸는가(집중 vs 분산),10.5,3,2026-07-10,McKinsey & Company,US,컨설팅·전략,ax_core,anti_washing,The Next Era of Consumer Competition: Four Trends Leaders Can’t Ignore,하지만 시간이 지남에 따라 우리는 구매 경로상의 매우 다양한 채널과 접점의 영향력에 더욱 집중하게 될 것으로 예상합니다 .,https://www.youtube.com/watch?v=GFSoZk63--0,transcripts/channels/McKinsey_&_Company/The_Next_Era_of_Consumer_Competition_Four_Trends_Leaders_Can__GFSoZk63--0.md
C,공급망·협력구조 — AX가 조달/공급자 관계를 바꾸는가(집중 vs 분산),10.5,3,2026-07-10,McKinsey & Company,US,컨설팅·전략,ax_core,anti_washing,The Next Era of Consumer Competition: Four Trends Leaders Can’t Ignore,"그들이 실제로 행동으로 옮기고, 불필요한 부분을 줄이고, 다른 제품을 구매하는 모습을 볼 수 있을까요?",https://www.youtube.com/watch?v=GFSoZk63--0,transcripts/channels/McKinsey_&_Company/The_Next_Era_of_Consumer_Competition_Four_Trends_Leaders_Can__GFSoZk63--0.md
C,공급망·협력구조 — AX가 조달/공급자 관계를 바꾸는가(집중 vs 분산),8.0,2,2024-11-26,Unilever,NL,수요기업·기타,ax_core,neutral,Investor Event 2024 CEO Presentation | Unilever,"유통 네트워크에서는 ' 운송 거리 줄이기 및 적재량 늘리기' 프로그램을 통해 효율성을 높이고 있으며, 자동화 이니셔티브를 활용하여 경로 및 적재 용량을 최적화하고 있습니다",https://www.youtube.com/watch?v=r_BOLVAd0Kw,transcripts/channels/Unilever/Investor_Event_2024_CEO_Presentation_Unilever__r_BOLVAd0Kw.md
C,공급망·협력구조 — AX가 조달/공급자 관계를 바꾸는가(집중 vs 분산),8.0,2,2024-11-26,Unilever,NL,수요기업·기타,ax_core,neutral,Investor Event 2024 CEO Presentation | Unilever,"채널과 소매업체에 따라 매우 맞춤화된 접근 방식이 필요하겠지만, 좀 더 넓은 시각으로 전략적으로 우리는 현대 유통 채널에서 최대 고객 의 데이터 세트와 완벽하게 통합하는 데 집중할 것입니다",https://www.youtube.com/watch?v=r_BOLVAd0Kw,transcripts/channels/Unilever/Investor_Event_2024_CEO_Presentation_Unilever__r_BOLVAd0Kw.md
C,공급망·협력구조 — AX가 조달/공급자 관계를 바꾸는가(집중 vs 분산),8.0,2,2025-11-07,Snowflake,,,,,BUILD 2025 Opening Keynote: Building the Agentic AI Future,"Ultimately, you should feel confident that your data is secured against vendor lockin.",https://www.youtube.com/watch?v=MPLMS0736zI,transcripts/channels/Snowflake/BUILD_2025_Opening_Keynote_Building_the_Agentic_AI_Future__MPLMS0736zI.md
C,공급망·협력구조 — AX가 조달/공급자 관계를 바꾸는가(집중 vs 분산),8.0,2,2025-11-07,Snowflake,,,,,BUILD 2025 Opening Keynote: Building the Agentic AI Future,This is how we ensure you have zero vendor lockin.,https://www.youtube.com/watch?v=MPLMS0736zI,transcripts/channels/Snowflake/BUILD_2025_Opening_Keynote_Building_the_Agentic_AI_Future__MPLMS0736zI.md
C,공급망·협력구조 — AX가 조달/공급자 관계를 바꾸는가(집중 vs 분산),8.0,2,2025-08-20,Palantir,US,데이터·컨텍스트·거버넌스,ax_core,anti_washing,Chad & Agathe | How Palantir Powers AI Automation Across Procurement,"So all of this makes procurement&nbsp; a gold mine uh for automation AI automation and&nbsp;&nbsp; that's why AOI truly skyrockets in procurement&nbsp; because time saved in procurement equates to you&nbsp;&nbsp; have more time to negotiate with more suppliers&nbsp; or you know do this one more AFP that will&nbsp;&nbsp; discover allow you to discover cheaper options&nbsp; or better options for your business and so it's&nbsp;&nbsp; really compelling ROI it's not only time saved but&nbsp; actual you know impact on the bottom line of the&nbsp;&nbsp; Oh, that's very cool.",https://www.youtube.com/watch?v=F57OKeI7JAU,transcripts/channels/Palantir/Chad_&_Agathe_How_Palantir_Powers_AI_Automation_Across_Procu__F57OKeI7JAU.md
C,공급망·협력구조 — AX가 조달/공급자 관계를 바꾸는가(집중 vs 분산),8.0,2,2025-08-20,Palantir,US,데이터·컨텍스트·거버넌스,ax_core,anti_washing,Chad & Agathe | How Palantir Powers AI Automation Across Procurement,Um the other aspect and&nbsp;&nbsp; we touched upon it is the the the quantity of&nbsp; multimodel data that is in procurement.,https://www.youtube.com/watch?v=F57OKeI7JAU,transcripts/channels/Palantir/Chad_&_Agathe_How_Palantir_Powers_AI_Automation_Across_Procu__F57OKeI7JAU.md
C,공급망·협력구조 — AX가 조달/공급자 관계를 바꾸는가(집중 vs 분산),7.0,2,2024-02-08,Unilever,,,,,Unilever | Full Year 2023 Results | Webcast & Q&A,"기밀 유지상의 이유로 현재 단계에서는 자세히 설명드릴 수 없는 다른 자료들도 있지만, 저희는 이러한 자료들을 통해 조달 전략에서 협상력을 크게 향상시키고 향후 총마진에 상당한 영향을 미칠 수 있다고 생각합니다",https://www.youtube.com/watch?v=YUdGwlJiDUk,transcripts/channels/Unilever/Unilever_Full_Year_2023_Results_Webcast_&_Q&A__YUdGwlJiDUk.md
C,공급망·협력구조 — AX가 조달/공급자 관계를 바꾸는가(집중 vs 분산),7.0,2,2024-02-08,Unilever,,,,,Unilever | Full Year 2023 Results | Webcast & Q&A,"네, 물론 생산 및 유통 역량을 수요에 맞추기 위해 투자하겠지만, 자산 활용도와 운영 효율성을 높이는 데 집중할 수 있도록 제약을 둘 것이라는 점은 당신만이 아시겠지만, 우리는 분명히 투자할 것입니다 .",https://www.youtube.com/watch?v=YUdGwlJiDUk,transcripts/channels/Unilever/Unilever_Full_Year_2023_Results_Webcast_&_Q&A__YUdGwlJiDUk.md
C,공급망·협력구조 — AX가 조달/공급자 관계를 바꾸는가(집중 vs 분산),7.0,2,2025-06-23,Telefónica,,,,,Computación en la nube: qué es y qué ventajas tiene,"그러므로, 만약 우리는 몇 가지에만 집중합니다 공급업체 및 기타 회사들 우리 사용자들은 인터넷을 통해 접속합니다",https://www.youtube.com/watch?v=LDLApUj1mic,transcripts/channels/Telefónica/Computación_en_la_nube_qué_es_y_qué_ventajas_tiene__LDLApUj1mic.md
C,공급망·협력구조 — AX가 조달/공급자 관계를 바꾸는가(집중 vs 분산),7.0,2,2025-06-23,Telefónica,,,,,Computación en la nube: qué es y qué ventajas tiene,"공급업체가 보증하는, 가동 중지 시간을 줄이고 연속성을 보장합니다 클라우드 애플리케이션.",https://www.youtube.com/watch?v=LDLApUj1mic,transcripts/channels/Telefónica/Computación_en_la_nube_qué_es_y_qué_ventajas_tiene__LDLApUj1mic.md
C,공급망·협력구조 — AX가 조달/공급자 관계를 바꾸는가(집중 vs 분산),7.0,2,2025-05-21,Telefónica,,,,,Computación en la nube: qué es y qué ventajas tiene,"그러므로, 만약 우리는 몇 가지에만 집중합니다 공급업체 및 기타 회사들 우리 사용자들은 인터넷을 통해 접속합니다",https://www.youtube.com/watch?v=oqh3M27h-4I,transcripts/channels/Telefónica/Computación_en_la_nube_qué_es_y_qué_ventajas_tiene__oqh3M27h-4I.md
C,공급망·협력구조 — AX가 조달/공급자 관계를 바꾸는가(집중 vs 분산),7.0,2,2025-05-21,Telefónica,,,,,Computación en la nube: qué es y qué ventajas tiene,"공급업체가 보증하는, 가동 중지 시간을 줄이고 연속성을 보장합니다 클라우드 애플리케이션.",https://www.youtube.com/watch?v=oqh3M27h-4I,transcripts/channels/Telefónica/Computación_en_la_nube_qué_es_y_qué_ventajas_tiene__oqh3M27h-4I.md
C,공급망·협력구조 — AX가 조달/공급자 관계를 바꾸는가(집중 vs 분산),7.0,2,2026-05-26,Schneider Electric,FR,인프라·칩·전력,ax_adjacent,neutral,PPAs + Storage: The New Insurance for Corporate Renewables,"그러니까, 기업들이 이것을 일종의 위험 감소 보험 상품으로 본다면, 재정적 위험을 줄이는 것을 궁극적인 목표로 삼고 재생 에너지 조달을 통해 환경적, 지속가능성, 사회적 영향, 기후 변화 대응 등의 이점을 얻고자 하는 위험 회피적인 기업에게는 여전히 괜찮은 선택이 될 수 있다고 생각합니다 .",https://www.youtube.com/watch?v=buB_uXz2Z2Y,transcripts/channels/Schneider_Electric/PPAs_+_Storage_The_New_Insurance_for_Corporate_Renewables__buB_uXz2Z2Y.md
C,공급망·협력구조 — AX가 조달/공급자 관계를 바꾸는가(집중 vs 분산),7.0,2,2026-05-26,Schneider Electric,FR,인프라·칩·전력,ax_adjacent,neutral,PPAs + Storage: The New Insurance for Corporate Renewables,"그러니까, 아시다시피 대부분의 회사들이 핵심 사업 분야( 에너지 및 재생 에너지 전력 구매 계약은 거의 항상 핵심 사업이죠) 외에서는 재정적 위험을 회피하는 경향이 강한 것처럼, 잠재적인 하락 위험을 줄이기 위해 선불로 더 많은 비용을 지불하는 데 관심이 있을 수도 있다고 생각합니다",https://www.youtube.com/watch?v=buB_uXz2Z2Y,transcripts/channels/Schneider_Electric/PPAs_+_Storage_The_New_Insurance_for_Corporate_Renewables__buB_uXz2Z2Y.md
C,공급망·협력구조 — AX가 조달/공급자 관계를 바꾸는가(집중 vs 분산),7.0,2,2026-06-23,Huawei,CN,인프라·칩·전력,ax_core,neutral,The Hidden Cost of IT Complexity,"그러므로 우리는 공급업체 수를 줄이고, 복잡성을 낮추고, 모든 것을 단순화하고, 비용 효율적인 솔루션을 제공해야 합니다",https://www.youtube.com/watch?v=t03yXJkqT_0,transcripts/channels/Huawei/The_Hidden_Cost_of_IT_Complexity__t03yXJkqT_0.md
C,공급망·협력구조 — AX가 조달/공급자 관계를 바꾸는가(집중 vs 분산),7.0,2,2026-06-23,Huawei,CN,인프라·칩·전력,ax_core,neutral,The Hidden Cost of IT Complexity,"그러니까, 모든 솔루션을 줄이고, 여러 공급업체에 대한 지원을 한두 공급업체로 줄이세요",https://www.youtube.com/watch?v=t03yXJkqT_0,transcripts/channels/Huawei/The_Hidden_Cost_of_IT_Complexity__t03yXJkqT_0.md
C,공급망·협력구조 — AX가 조달/공급자 관계를 바꾸는가(집중 vs 분산),7.0,2,2025-02-28,Intel,US,인프라·칩·전력,ax_core,washing,Craig Orr on Systems Foundry at GSA European Executive Forum | Intel,"그래서 수직 통합이 이루어지고 있는데, 이는 자동차 OEM 업체들이 공급망에 더 적극적으로 참여하고 이를 활용하는 형태로 나타날 수도 있고, 한때 매우 성숙한 노드에 집중했던 자동차 업계의 유망 기업들이 컴퓨터 비전과 중앙 집중식 아키텍처와 같은 변화에 적응하기 위해 더 발전된 노드로 전환하는 형태로 나타날 수도 있습니다",https://www.youtube.com/watch?v=DMO0D9H_jW8,transcripts/channels/Intel/Craig_Orr_on_Systems_Foundry_at_GSA_European_Executive_Forum__DMO0D9H_jW8.md
C,공급망·협력구조 — AX가 조달/공급자 관계를 바꾸는가(집중 vs 분산),7.0,2,2025-02-28,Intel,US,인프라·칩·전력,ax_core,washing,Craig Orr on Systems Foundry at GSA European Executive Forum | Intel,"당분간은 칩렛 시장이 성장하겠지만, 단일 공급업체에 집중될 가능성이 높습니다",https://www.youtube.com/watch?v=DMO0D9H_jW8,transcripts/channels/Intel/Craig_Orr_on_Systems_Foundry_at_GSA_European_Executive_Forum__DMO0D9H_jW8.md
C,공급망·협력구조 — AX가 조달/공급자 관계를 바꾸는가(집중 vs 분산),7.0,2,2025-09-17,Palantir,US,데이터·컨텍스트·거버넌스,ax_core,anti_washing,Chad & Chris | Tariff Savings and Compliance through Palantir AIP,"Like I always love to&nbsp;&nbsp; see customers starting at the bomb because you can&nbsp; get to cost of goods sold, engineering standards,&nbsp;&nbsp; engineering change over, you know, inventory&nbsp; levels, procurement, like it really is the&nbsp;&nbsp; center of of the business that is so powerful&nbsp; and unlocking use cases like this.",https://www.youtube.com/watch?v=xBTPNLd8Jv8,transcripts/channels/Palantir/Chad_&_Chris_Tariff_Savings_and_Compliance_through_Palantir___xBTPNLd8Jv8.md
C,공급망·협력구조 — AX가 조달/공급자 관계를 바꾸는가(집중 vs 분산),7.0,2,2025-09-17,Palantir,US,데이터·컨텍스트·거버넌스,ax_core,anti_washing,Chad & Chris | Tariff Savings and Compliance through Palantir AIP,"So let's say you have a a company and&nbsp;&nbsp; these guys are switching um in their ventilator&nbsp; assembly, they're switching the PCB supplier from&nbsp;&nbsp; one co company to another.",https://www.youtube.com/watch?v=xBTPNLd8Jv8,transcripts/channels/Palantir/Chad_&_Chris_Tariff_Savings_and_Compliance_through_Palantir___xBTPNLd8Jv8.md
C,공급망·협력구조 — AX가 조달/공급자 관계를 바꾸는가(집중 vs 분산),7.0,2,2026-05-14,McKinsey & Company,US,컨설팅·전략,ax_adjacent,neutral,"Sell, Close, or Continue? The Transfer of US Businesses Is at a Crossroads",하지만 마찰을 줄이는 한 가지 방법은 구매자와 판매자를 연결하고 일반적으로 조용한 공간에서 이루어지는 이러한 거래의 가시성을 높이는 네트워크와 시장에 어떻게 투자하는가라고 생각합니다,https://www.youtube.com/watch?v=wwfJp6Btwhg,"transcripts/channels/McKinsey_&_Company/Sell,_Close,_or_Continue_The_Transfer_of_US_Businesses_Is_at__wwfJp6Btwhg.md"
C,공급망·협력구조 — AX가 조달/공급자 관계를 바꾸는가(집중 vs 분산),7.0,2,2026-05-14,McKinsey & Company,US,컨설팅·전략,ax_adjacent,neutral,"Sell, Close, or Continue? The Transfer of US Businesses Is at a Crossroads",그리고 어떤 경우에는 위험을 줄이고 거래 에 참여할 수 있는 구매자와 판매자의 유형을 늘리기 위해 다양한 자금 조달원을 결합하는 혼합 자본 구조가 있습니다 .,https://www.youtube.com/watch?v=wwfJp6Btwhg,"transcripts/channels/McKinsey_&_Company/Sell,_Close,_or_Continue_The_Transfer_of_US_Businesses_Is_at__wwfJp6Btwhg.md"
C,공급망·협력구조 — AX가 조달/공급자 관계를 바꾸는가(집중 vs 분산),4.5,1,,AI powering me,KW,(미분류),ax_core,neutral,Finance Meets AI - AX Series EP.1,"예를 들어, 회계팀의 경우 AI가 송장 입력 및 승인 제출을 자동으로 처리하고, 팀은 AI가 표시한 지출 패턴, 중복 지급 및 의심스러운 공급업체를 검토하는 데 집중한다고 상상해 보세요",https://www.youtube.com/watch?v=lPnd7F0i1_A,transcripts/2026-07-23/Finance_Meets_AI_-_AX_Series_EP.1__lPnd7F0i1_A.md
C,공급망·협력구조 — AX가 조달/공급자 관계를 바꾸는가(집중 vs 분산),4.5,1,,AI:ROI Conversations with Section,KW,(미분류),ax_core,anti_washing,Closing the Enterprise AI ROI Gap,of course uh core business process automation the there are fewer opportunities the gaps in some ways are more significant the data is usually the biggest gap uh a lack of ownership fuzzy target end state greenlight milestones for these large projects so they get stuck in kind of AI purgatory or limbo exceptions overload so so that there's too many exceptions that can't be handled by the AI so that again uh that uh we can't move into deployment or production and and I I I think we're seeing beginning to see AI vendor lock in and polluting costs for some of these.,https://www.youtube.com/watch?v=20lqu-d4cxc,transcripts/2026-08-03/Closing_the_Enterprise_AI_ROI_Gap__20lqu-d4cxc.md
C,공급망·협력구조 — AX가 조달/공급자 관계를 바꾸는가(집중 vs 분산),4.5,1,,Cresta,,,,,Deploying AI Agents In The Enterprise,"솔직히 말씀드리면, 저는 다소 편향된 시각을 가지고 있을 수 있지만, 많은 기업들이 자체 개발보다는 Questa와 같은 벤더들이 개발에 집중하는 AI 에이전트 솔루션을 구매하는 것이 더 나은 선택이라고 생각합니다",https://www.youtube.com/watch?v=cKGyiwsm66I,transcripts/2026-08-03/Deploying_AI_Agents_In_The_Enterprise__cKGyiwsm66I.md
